Epoch,Accuracy,Val_accuracy,Loss,Val_loss
0,0.5320417284965515,0.3571428656578064,1.9679439067840576,1.113471508026123
1,0.6467958092689514,0.3571428656578064,0.7336537837982178,1.8788458108901978
2,0.7019373774528503,0.3571428656578064,0.6352503895759583,2.8861470222473145
3,0.7302533388137817,0.3571428656578064,0.6808882355690002,2.7986443042755127
4,0.7153502106666565,0.2857142984867096,0.8016279935836792,34.4223518371582
5,0.7734724283218384,0.3571428656578064,0.5240725874900818,1.7242289781570435
6,0.7853949069976807,0.3571428656578064,0.5115684866905212,1.2522807121276855
7,0.7481371164321899,0.3571428656578064,0.5878373980522156,2.1771697998046875
8,0.80923992395401,0.3571428656578064,0.44881123304367065,2.8209588527679443
9,0.7868852615356445,0.2857142984867096,0.4314577579498291,153.40628051757812
10,0.7868852615356445,0.2857142984867096,0.4425889849662781,1.5696073770523071
11,0.752608060836792,0.2857142984867096,0.8022578358650208,1.6906893253326416
12,0.8002980351448059,0.3571428656578064,0.4636176824569702,2.830512046813965
13,0.8077496290206909,0.2857142984867096,0.450876384973526,4.894206523895264
14,0.8345752358436584,0.3571428656578064,0.39378994703292847,3.182706117630005
15,0.8494783639907837,0.3571428656578064,0.3196902871131897,2.230956554412842
16,0.8599106073379517,0.3571428656578064,0.41893866658210754,8.061570167541504
17,0.8539493083953857,0.3571428656578064,0.38832512497901917,5.045925140380859
18,0.8956781029701233,0.3571428656578064,0.27959001064300537,5.714278221130371
19,0.8777943253517151,0.3571428656578064,0.3157288134098053,4.197498321533203
20,0.8837555646896362,0.3571428656578064,0.28984349966049194,6.700748920440674
21,0.9001490473747253,0.3571428656578064,0.2342042624950409,6.364177227020264
22,0.880774974822998,0.3571428656578064,0.26857811212539673,4.9897589683532715
23,0.9031296372413635,0.3333333432674408,0.2583613395690918,2.328867197036743
24,0.9031296372413635,0.3571428656578064,0.23325397074222565,5.10452938079834
25,0.8956781029701233,0.3571428656578064,0.2710007429122925,7.0462870597839355
26,0.9195231199264526,0.3571428656578064,0.23971250653266907,9.0390043258667
27,0.9076005816459656,0.3571428656578064,0.22772489488124847,4.27871561050415
28,0.9314455986022949,0.3571428656578064,0.1924578845500946,6.509036064147949
29,0.9239940643310547,0.3571428656578064,0.197946697473526,7.691242218017578
30,0.9210134148597717,0.3571428656578064,0.19577303528785706,5.993619441986084
31,0.940387487411499,0.3571428656578064,0.14391425251960754,8.859789848327637
32,0.9344262480735779,0.3571428656578064,0.16745658218860626,6.819506645202637
33,0.9165424704551697,0.369047611951828,0.2083728164434433,4.748271942138672
34,0.9344262480735779,0.3571428656578064,0.1685570329427719,4.448314666748047
35,0.9552906155586243,0.3571428656578064,0.11963649839162827,4.84689474105835
36,0.9388971924781799,0.2261904776096344,0.16367781162261963,8.816781997680664
37,0.9374068379402161,0.2857142984867096,0.15333811938762665,56.75069046020508
38,0.9567809104919434,0.2857142984867096,0.1155392974615097,13.78648853302002
39,0.9388971924781799,0.3571428656578064,0.14087624847888947,6.122842788696289
40,0.9597615599632263,0.3571428656578064,0.14352893829345703,7.994664669036865
41,0.9612518548965454,0.3571428656578064,0.09278551489114761,7.465534687042236
42,0.9716840386390686,0.3571428656578064,0.09104324877262115,13.662135124206543
43,0.9552906155586243,0.3571428656578064,0.11700299382209778,8.084842681884766
44,0.9582712650299072,0.3571428656578064,0.1121114194393158,6.968851566314697
45,0.9880775213241577,0.3571428656578064,0.05258207768201828,13.320634841918945
46,0.9657227993011475,0.2857142984867096,0.09349093586206436,18.108766555786133
47,0.9672130942344666,0.2857142984867096,0.08253128081560135,15.944205284118652
48,0.9687034487724304,0.2857142984867096,0.09647765010595322,316.7536315917969
49,0.9657227993011475,0.3511904776096344,0.116104356944561,1.733590841293335
